,op_name,tensor_idx,num_elements,stddev,mean_error,max_abs_error,mean_squared_error,scale,zero_point,tensor_name,range,rmse/scale
127,CONV_2D,815,184832.0,0.041569836,0.00013250893,0.15171917,0.0017281048,0.14101826,34,model_1/bnorm_72/FusedBatchNormV3;model_1/conv_92/Conv2D;model_1/conv_72/Conv2D,35.9596563,0.29478792257562164
128,LEAKY_RELU,819,184832.0,0.017610861,-0.007817744,0.03668691,0.0003713421,0.060468387,-90,model_1/leaky_72/LeakyRelu,15.419438685,0.3186828633538196
129,CONV_2D,823,369664.0,0.08442476,0.00069282594,0.5557477,0.0071463315,0.28695273,3,model_1/bnorm_73/FusedBatchNormV3;model_1/conv_80/Conv2D;model_1/conv_73/Conv2D,73.17294615,0.29459896599702645
130,LEAKY_RELU,827,369664.0,0.045466404,-0.0034486202,0.09495955,0.0020815178,0.15446721,-104,model_1/leaky_73/LeakyRelu,39.38913855,0.2953614165281222
131,ADD,831,369664.0,0.043664474,-0.0067036487,0.07803802,0.001951684,0.1549057,-100,model_1/add_23/add,39.5009535,0.2851920088288338
132,CONV_2D,835,184832.0,0.03176794,0.00018148754,0.13737689,0.0010093226,0.1052988,-10,model_1/bnorm_75/FusedBatchNormV3;model_1/conv_92/Conv2D;model_1/conv_75/Conv2D,26.851194,0.30171130057487755
133,LEAKY_RELU,839,184832.0,0.017939549,-0.0036313601,0.03767028,0.00033513602,0.061305795,-108,model_1/leaky_75/LeakyRelu,15.632977725,0.2986132163176145
134,CONV_2D,843,369664.0,0.032609884,0.00011380772,0.14142069,0.0010634369,0.111246005,-12,model_1/bnorm_76/FusedBatchNormV3;model_1/conv_80/Conv2D;model_1/conv_76/Conv2D,28.367731274999997,0.29313754007831255
135,LEAKY_RELU,847,369664.0,0.019293245,-0.0049350034,0.041076694,0.00039674304,0.06553508,-108,model_1/leaky_76/LeakyRelu,16.7114454,0.3039350768331094
136,CONV_2D,851,184832.0,0.033895537,0.0001586069,0.10766352,0.0011489453,0.11640028,5,model_1/bnorm_77/FusedBatchNormV3;model_1/conv_92/Conv2D;model_1/conv_77/Conv2D,29.682071399999998,0.2912028703484988
137,LEAKY_RELU,855,184832.0,0.019384734,-0.003852148,0.03846225,0.00039065903,0.061742034,-103,model_1/leaky_77/LeakyRelu,15.74421867,0.3201238277276986
138,CONV_2D,859,369664.0,0.03766115,-6.773374e-05,0.112246946,0.0014183753,0.12959652,-18,model_1/bnorm_78/FusedBatchNormV3;model_1/conv_80/Conv2D;model_1/conv_78/Conv2D,33.0471126,0.29060443646439144
139,LEAKY_RELU,863,369664.0,0.023527736,-0.0023609034,0.04804757,0.0005593761,0.079291634,-110,model_1/leaky_78/LeakyRelu,20.21936667,0.2982803099409174
140,CONV_2D,867,184832.0,0.037521698,0.00014779731,0.1080294,0.001407911,0.12935677,-11,model_1/bnorm_79/FusedBatchNormV3;model_1/conv_92/Conv2D;model_1/conv_79/Conv2D,32.98597635,0.29006707674334636
141,LEAKY_RELU,871,184832.0,0.021975292,-0.0024612017,0.0472893,0.0004890707,0.07612967,-108,model_1/leaky_79/LeakyRelu,19.41306585,0.2904904607096939
142,CONV_2D,875,369664.0,0.0301557,-7.927127e-06,0.121166736,0.0009093805,0.10174832,-8,model_1/bnorm_80/FusedBatchNormV3;model_1/conv_80/Conv2D,25.945821600000002,0.2963777327953239
143,LEAKY_RELU,879,369664.0,0.017405758,-0.003678302,0.036496207,0.0003165549,0.05882341,-107,model_1/leaky_80/LeakyRelu,14.99996955,0.30246444010438217
144,CONV_2D,883,92055.0,0.05862712,5.1341456e-05,0.20462392,0.0034381158,0.20053524,49,StatefulPartitionedCall:1,51.1364862,0.29239473482399253
145,CONV_2D,887,92416.0,0.03924886,0.00031363612,0.10898437,0.0015405985,0.13479893,-57,model_1/bnorm_84/FusedBatchNormV3;model_1/conv_104/Conv2D;model_1/conv_84/Conv2D,34.37372715,0.2911778201507015
146,LEAKY_RELU,891,92416.0,0.043645967,0.003367519,0.08364268,0.0019175732,0.15104067,-100,model_1/leaky_84/LeakyRelu,38.51537085,0.28992260101122347
