,op_name,tensor_idx,num_elements,stddev,mean_error,max_abs_error,mean_squared_error,scale,zero_point,tensor_name,range,rmse/scale
145,CONV_2D,742,92416.0,0.41649646,0.035438493,3.9853687,0.18921533,0.12594368,-47,model_1/bnorm_84/FusedBatchNormV3;model_1/conv_104/Conv2D;model_1/conv_84/Conv2D,32.1156384,3.4538365475382755
146,LEAKY_RELU,745,92416.0,0.31151277,0.036621682,3.8596208,0.105241634,0.13269418,-92,model_1/leaky_84/LeakyRelu,33.8370159,2.444792002303112
147,RESIZE_NEAREST_NEIGHBOR,751,369664.0,0.31151277,0.036621682,3.8596208,0.10524163,0.13269418,-92,model_1/up_sampling2d_1/resize/ResizeNearestNeighbor,33.8370159,2.4447919558425633
148,CONCATENATION,754,1108992.0,0.33851638,0.020016236,4.729425,0.11679327,0.13269418,-92,model_1/concatenate_1/concat,33.8370159,2.575473193958897
149,CONV_2D,757,369664.0,0.32218716,-0.037924163,2.8385777,0.10817861,0.120515086,-42,model_1/bnorm_87/FusedBatchNormV3;model_1/conv_104/Conv2D;model_1/conv_87/Conv2D,30.731346929999997,2.7291617972515554
150,LEAKY_RELU,760,369664.0,0.20126797,-0.0038800358,2.681511,0.04223432,0.08412351,-116,model_1/leaky_87/LeakyRelu,21.45149505,2.4429544420794427
151,CONV_2D,763,739328.0,0.26999882,-0.019729063,2.9678087,0.07796462,0.13965969,-13,model_1/bnorm_88/FusedBatchNormV3;model_1/conv_92/Conv2D;model_1/conv_88/Conv2D,35.61322095,1.9992988193694696
152,LEAKY_RELU,766,739328.0,0.15900481,-0.0012623771,2.8762283,0.028262183,0.08284662,-109,model_1/leaky_88/LeakyRelu,21.125888099999997,2.0292149694500243
153,CONV_2D,769,369664.0,0.2291859,-0.007160294,2.9613059,0.058666762,0.17400275,5,model_1/bnorm_89/FusedBatchNormV3;model_1/conv_104/Conv2D;model_1/conv_89/Conv2D,44.37070125,1.3920022822914717
154,LEAKY_RELU,772,369664.0,0.13877667,-0.0005634784,2.5761297,0.02063013,0.09240401,-103,model_1/leaky_89/LeakyRelu,23.56302255,1.5543906094605606
155,CONV_2D,775,739328.0,0.25935304,0.015779437,3.0241609,0.07373409,0.16436343,-8,model_1/bnorm_90/FusedBatchNormV3;model_1/conv_92/Conv2D;model_1/conv_90/Conv2D,41.91267465,1.6520719847211414
156,LEAKY_RELU,778,739328.0,0.15656199,0.022404334,2.7771282,0.02664559,0.09478139,-107,model_1/leaky_90/LeakyRelu,24.169254449999997,1.7222238414155278
157,CONV_2D,781,369664.0,0.26295358,-0.021285888,2.9284256,0.075606115,0.15496945,1,model_1/bnorm_91/FusedBatchNormV3;model_1/conv_104/Conv2D;model_1/conv_91/Conv2D,39.51720975,1.7743217227168664
158,LEAKY_RELU,784,369664.0,0.169608,0.005403823,2.428916,0.030015482,0.08427494,-104,model_1/leaky_91/LeakyRelu,21.4901097,2.055768508130791
159,CONV_2D,787,739328.0,0.5446631,-0.01196331,6.100482,0.31198877,0.12559673,-8,model_1/bnorm_92/FusedBatchNormV3;model_1/conv_92/Conv2D,32.02716615,4.447245952961958
160,LEAKY_RELU,790,739328.0,0.40250424,0.016459307,5.379177,0.17057864,0.07252012,-107,model_1/leaky_92/LeakyRelu,18.4926306,5.695132199688671
161,CONV_2D,793,368220.0,1.1070359,-0.16701213,9.636504,1.3740078,0.20589815,63,StatefulPartitionedCall:2,52.50402825,5.69301272548564
162,CONV_2D,796,184832.0,0.5296765,0.033010073,4.5772696,0.29473138,0.18952426,-31,model_1/bnorm_96/FusedBatchNormV3;model_1/conv_103/Conv2D;model_1/conv_96/Conv2D,48.3286863,2.864497049019474
163,LEAKY_RELU,799,184832.0,0.39908656,0.0715832,4.327948,0.17064054,0.20226377,-106,model_1/leaky_96/LeakyRelu,51.57726135,2.0423163332211822
164,RESIZE_NEAREST_NEIGHBOR,805,739328.0,0.39908656,0.0715832,4.327948,0.17064056,0.20226377,-106,model_1/up_sampling2d_2/resize/ResizeNearestNeighbor,51.57726135,2.0423164529064732
165,CONCATENATION,808,2217984.0,0.3932463,0.012442755,5.5085754,0.15686062,0.20226377,-106,model_1/concatenate_2/concat,51.57726135,1.9581180276468475
166,CONV_2D,811,739328.0,0.3305054,-0.0012615162,2.9357152,0.11189775,0.14163998,6,model_1/bnorm_99/FusedBatchNormV3;model_1/conv_103/Conv2D;model_1/conv_99/Conv2D,36.1181949,2.361700492858541
167,LEAKY_RELU,814,739328.0,0.2327775,0.018074185,2.6529155,0.05616771,0.07486063,-103,model_1/leaky_99/LeakyRelu,19.08946065,3.1658467002667035
168,CONV_2D,817,1478656.0,0.3184043,0.021597259,3.086637,0.10663011,0.13532631,-7,model_1/bnorm_100/FusedBatchNormV3;model_1/conv_104/Conv2D;model_1/conv_100/Conv2D,34.50820905,2.4130020380931296
169,LEAKY_RELU,820,1478656.0,0.19160749,0.02325919,2.7928975,0.039121624,0.0776333,-107,model_1/leaky_100/LeakyRelu,19.796491500000002,2.547771000450534
170,CONV_2D,823,739328.0,0.32976264,-0.024800226,3.5012162,0.114783265,0.1485273,0,model_1/bnorm_101/FusedBatchNormV3;model_1/conv_103/Conv2D;model_1/conv_101/Conv2D,37.8744615,2.281040523368236
171,LEAKY_RELU,826,739328.0,0.21287313,0.012874213,3.2169702,0.047737636,0.08155193,-105,model_1/leaky_101/LeakyRelu,20.79574215,2.679144949634971
172,CONV_2D,829,1478656.0,0.32058918,-0.006843327,3.6003947,0.10913516,0.14429027,7,model_1/bnorm_102/FusedBatchNormV3;model_1/conv_104/Conv2D;model_1/conv_102/Conv2D,36.79401885,2.2895245180871795
173,LEAKY_RELU,832,1478656.0,0.20765011,0.012026279,3.315271,0.045486007,0.07554733,-102,model_1/leaky_102/LeakyRelu,19.26456915,2.8230579089544534
174,CONV_2D,835,739328.0,0.36532134,-0.044727728,3.7829647,0.14393741,0.13482001,10,model_1/bnorm_103/FusedBatchNormV3;model_1/conv_103/Conv2D,34.37910255,2.8140543877033175
175,LEAKY_RELU,838,739328.0,0.2564092,-0.009976155,3.3356767,0.069204435,0.069034085,-101,model_1/leaky_103/LeakyRelu,17.603691675,3.8106879854264886
176,CONV_2D,841,1478656.0,0.5844086,0.044278007,7.611926,0.36524436,0.15941714,-9,model_1/bnorm_104/FusedBatchNormV3;model_1/conv_104/Conv2D,40.6513707,3.7910258496555245
177,LEAKY_RELU,844,1478656.0,0.45294616,0.051924974,6.863014,0.21985047,0.09230066,-107,model_1/leaky_104/LeakyRelu,23.536668300000002,5.079943625238572
178,CONV_2D,847,1472880.0,1.3061099,-0.2804553,13.175166,1.9576732,0.29735786,56,StatefulPartitionedCall:0,75.82625429999999,4.7053363688606415
