,0
157,68.7310071180833
158,68.37356526028888
159,68.62206862027033
160,68.50919394839654
161,68.4805849011987
162,68.67203316609738
163,68.76929659454855
164,68.7277005129738
165,68.61741072773357
166,68.5130129077278
167,68.6487811764941
168,68.46567431439827
169,68.41061723964258
170,68.56041715645419
171,68.50726087102646
172,68.54022401408442
173,68.64827501293014
174,68.81039397043101
175,68.71289936615673
176,68.67816175896303
177,68.8300664034513
178,68.64272694016698
179,68.63663735503495
180,68.54651937394357
181,68.4003802358456
182,68.77712144964634
183,68.6858404546032
184,68.62948231132283
185,68.77896438756302
186,68.48372431183047
187,68.74099837284572
188,68.44147050090032
189,68.59598332919933
190,68.83216007519009
191,68.62656653785928
192,68.5238637875231
193,68.5950714506339
194,68.76431277644708
195,68.74485466269653
196,68.62779741246483
197,68.6500078913274
198,68.6706102361402
199,68.64050646775452
200,68.35311630118552
201,68.86992281188704
202,68.50469622796071
203,68.66292273696034
204,68.71795447278582
205,68.56882062283111
206,68.8290096706823
207,68.54541500520077
208,68.53079924046519
209,68.70555970340142
210,68.70140207368406
211,68.24453542778868
212,68.79981839958039
213,68.62199164221192
214,68.35657282752395
215,68.71183290222292
216,68.40015131520065
217,68.67875006725346
218,68.6908301351868
219,68.65739657233642
220,68.67719351000049
221,68.74831645673225
222,68.86072957192788
223,68.71411607919138
224,68.79215376076658
225,68.66447687707374
226,68.73486643017401
227,68.73036860355538
228,68.51434557441458
229,68.48203763427863
230,68.73167950748346
231,68.74152622467929
232,68.56052526426704
233,68.60197324110584
234,68.55625563120958
235,68.70010486223097
236,68.77107683203295
237,68.72578760688562
238,68.79400318164681
239,68.52882614664057
240,68.61005955106127
241,68.66845664924848
242,68.85478450996993
243,68.66707275578531
244,68.76364663481768
245,68.40784589640833
246,68.5692690241085
247,68.51126076467693
248,68.6298337244213
249,68.46853124354486
250,68.24226694189824
251,68.63971537173407
252,68.57842013651633
253,68.51946243773448
254,68.55959624270655
255,68.36215057883066
256,68.78523634196837
257,68.70498676807159
258,68.55256828905627
259,68.44174665790467
260,68.75178665390551
261,68.60365086379032
262,68.70370108608128
263,68.74961296983201
264,68.37273819604876
265,68.49167974278598
266,68.5879960881034
267,68.80321423855771
268,68.31768459958035
269,68.75881886878241
270,68.87336218578939
271,68.69717950665542
272,68.42797276037935
273,68.78739496144952
274,68.50620162839161
275,68.47895487757
276,68.66388208830976
277,68.59412108742937
278,68.70379041599087
279,68.77710842865164
280,68.64562134707397
281,68.6424597746529
282,68.8376676708076
283,68.71288087938119
284,68.74868667864368
285,68.61279424104326
286,68.7355109895569
287,68.62264594228053
288,68.7831844254762
289,68.60360348035421
290,68.80473961849405
291,68.59864050229004
292,68.65363345092094
293,68.69970186490687
294,68.67920307299494
295,68.61511938517116
296,68.74943515874038
297,68.47683793958409
298,68.72405383343366
299,68.60834522098835
300,68.70285136517542
301,68.50398575411572
302,68.62452364994725
303,68.56187651740844
304,68.6867929017656
305,68.3919923321851
306,68.7183098252806
307,68.78867483004191
308,68.69644730050777
309,68.68074044124926
310,68.52371945563715
311,68.59001351412523
312,68.70254918955474
313,68.42546428573716
314,68.74673841396664
315,68.51396976345085
316,68.46934517241176
317,68.77001853004177
318,68.767460699808
319,68.59713026902249
320,68.62097481970672
321,68.75100543327727
322,68.76815228725886
323,68.72978321314076
324,68.84636936434767
325,68.65324476054367
326,68.67017655891452
327,68.54699472623057
328,68.63571847950824
329,68.58467082620847
330,68.69775216130283
331,68.72874885782518
332,68.70573913768537
333,68.66629074162141
334,68.54052916414355
335,68.77367199726643
336,68.63937551792255
337,68.79649165727119
338,68.74995772841037
339,68.74595511133822
340,68.72915737161229
341,68.39040473585591
342,68.687800493461
343,68.69964880949733
344,68.42029390641943
345,68.44305586991322
346,68.71561431789446
347,68.6814881579578
348,68.65311487868554
349,68.37558117885177
350,68.8965012138061
351,68.74456324269019
352,68.5553311577631
353,68.74868720774151
354,68.56016355421161
355,68.5706319671272
356,68.76694554608474
357,68.67769197104728
358,68.68482122360906
359,68.72176582774149
360,68.89641348623496
361,68.61054610659869
362,68.54190963984783
363,68.75274900220133
364,68.44045852442481
365,68.7026785616061
366,68.70918830005989
